"BFS_NUMMER","Total number of pictures by municipality","Total number of picture' views by municipality","Average number of picture' views by municipality","Total number of favorited pictures by municipality","Average number of favorited pictures by municipality","Habitants","Densité de la population par km²","total number of favorited / total number of pics by municipality","total number of views / total number of pics by municipality","Total pictures by capita & by municipality","Total picture views by capita & by municipality","Average #views by capita and by municipality","Total favorited pictures by capita & by municipality","Average favorited pictures by capita & by municipality"
3983,3,5717,1905.66666666667,163,54.3333333333333,408,3,54.3333333333333,1905.66666666667,0.00735294117647059,14.0122549019608,4.67075163398693,0.399509803921569,0.133169934640523
3985,6,2011,335.166666666667,10,1.66666666666667,1249,12,1.66666666666667,335.166666666667,0.00480384307445957,1.61008807045637,0.268348011742728,0.00800640512409928,0.00133440085401655
3986,15,2073,138.2,8,0.533333333333333,1405,10,0.533333333333333,138.2,0.0106761565836299,1.47544483985765,0.0983629893238434,0.00569395017793594,0.000379596678529063
3987,4,8,2,0,0,1238,24,0,2,0.00323101777059774,0.00646203554119548,0.00161550888529887,0,0
4001,13,2358,181.384615384615,37,2.84615384615385,20185,1637,2.84615384615385,181.384615384615,0.000644042605895467,0.116819420361655,0.00898610925858882,0.00183304433985633,0.000141003410758179
4009,1,1871,1871,94,94,3749,534,94,1871,0.000266737796745799,0.49906641771139,0.49906641771139,0.0250733528941051,0.0250733528941051
4021,95,7156,75.3263157894737,279,2.93684210526316,18553,1408,2.93684210526316,75.3263157894737,0.00512046569287986,0.385705815771034,0.00406006121864247,0.0150379992454051,0.000158294728899001
4022,7,47,6.71428571428571,0,0,1563,316,0,6.71428571428571,0.00447856685860525,0.0300703774792067,0.00429576821131524,0,0
4024,1,69,69,0,0,2856,367,0,69,0.000350140056022409,0.0241596638655462,0.0241596638655462,0,0
4026,4,2022,505.5,8,2,3264,1547,2,505.5,0.00122549019607843,0.619485294117647,0.154871323529412,0.00245098039215686,0.000612745098039216
4030,15,8689,579.266666666667,108,7.2,1897,781,7.2,579.266666666667,0.00790722192936215,4.58039008961518,0.305359339307679,0.0569319978914075,0.00379546652609383
4033,2,9,4.5,4,2,4887,1003,2,4.5,0.000409249028033558,0.00184162062615101,0.000920810313075506,0.000818498056067117,0.000409249028033558
4034,1,593,593,37,37,8414,1564,37,593,0.000118849536486808,0.070477775136677,0.070477775136677,0.00439743285001189,0.00439743285001189
4037,6,3473,578.833333333333,43,7.16666666666667,3981,928,7.16666666666667,578.833333333333,0.00150715900527506,0.872393870886712,0.145398978481119,0.0108013062044712,0.00180021770074521
4038,130,387,2.97692307692308,1,0.00769230769230769,8586,1027,0.00769230769230769,2.97692307692308,0.0151409270906126,0.0450733752620545,0.000346718271246573,0.000116468669927789,8.9591284559838e-07
4040,12,1706,142.166666666667,6,0.5,10970,1276,0.5,142.166666666667,0.00109389243391067,0.155515041020966,0.0129595867517472,0.000546946216955333,4.55788514129444e-05
4045,50,2600,52,9,0.18,20211,1905,0.18,52,0.00247390035129385,0.12864281826728,0.0025728563653456,0.000445302063232893,8.90604126465786e-06
4048,1,212,212,5,5,5972,662,5,212,0.000167448091091762,0.0354989953114535,0.0354989953114535,0.000837240455458808,0.000837240455458808
4063,6,3849,641.5,144,24,7669,675,24,641.5,0.000782370582866084,0.501890728908593,0.0836484548180988,0.018776893988786,0.00312948233146434
4080,1,1130,1130,21,21,6752,565,21,1130,0.000148104265402844,0.167357819905213,0.167357819905213,0.00311018957345972,0.00311018957345972
4099,13,207,15.9230769230769,0,0,410,184,0,15.9230769230769,0.0317073170731707,0.504878048780488,0.0388367729831144,0,0
4100,1,210,210,5,5,3299,1028,5,210,0.000303122158229767,0.063655653228251,0.063655653228251,0.00151561079114883,0.00151561079114883
4112,1,297,297,8,8,871,209,8,297,0.00114810562571757,0.340987370838117,0.340987370838117,0.00918484500574053,0.00918484500574053
4114,4,4226,1056.5,168,42,1195,629,42,1056.5,0.00334728033472803,3.53640167364017,0.884100418410042,0.140585774058577,0.0351464435146444
4115,1,11,11,0,0,NA,NA,0,11,NA,NA,NA,NA,NA
4117,1,61,61,8,8,764,77,8,61,0.00130890052356021,0.0798429319371728,0.0798429319371728,0.0104712041884817,0.0104712041884817
4122,9,36,4,0,0,1533,267,0,4,0.00587084148727984,0.0234833659491194,0.00260926288323549,0,0
4123,11,443,40.2727272727273,13,1.18181818181818,6848,1395,1.18181818181818,40.2727272727273,0.00160630841121495,0.0646904205607477,0.00588094732370433,0.00189836448598131,0.000172578589634664
4124,2,16,8,0,0,1539,99,0,8,0.00129954515919428,0.0103963612735543,0.00519818063677713,0,0
4132,2,54,27,0,0,1003,293,0,27,0.00199401794616152,0.0538384845463609,0.0269192422731805,0,0
4141,1,6409,6409,171,171,8103,856,171,6409,0.000123411082315192,0.790941626558065,0.790941626558065,0.0211032950758978,0.0211032950758978
4142,2,2396,1198,185,92.5,800,111,92.5,1198,0.0025,2.995,1.4975,0.23125,0.115625
4144,1,46,46,0,0,4038,643,0,46,0.000247647350173353,0.0113917781079742,0.0113917781079742,0,0
4163,2,1302,651,95,47.5,5107,513,47.5,651,0.000391619345995692,0.254944194243196,0.127472097121598,0.0186019189347954,0.00930095946739769
4165,7,2639,377,21,3,3509,345,3,377,0.00199487033342833,0.752066115702479,0.107438016528926,0.00598461100028498,0.00085494442861214
4167,4,5754,1438.5,175,43.75,882,121,43.75,1438.5,0.00453514739229025,6.52380952380952,1.63095238095238,0.198412698412698,0.0496031746031746
4170,7,2065,295,40,5.71428571428571,3307,228,5.71428571428571,295,0.00211672210462655,0.624433020864832,0.0892047172664046,0.0120955548835803,0.00172793641194004
4177,4,123,30.75,0,0,1471,584,0,30.75,0.00271923861318831,0.0836165873555405,0.0209041468388851,0,0
4183,1,1108,1108,65,65,1101,160,65,1108,0.000908265213442325,1.0063578564941,1.0063578564941,0.0590372388737511,0.0590372388737511
4194,2,120,60,0,0,2110,566,0,60,0.000947867298578199,0.0568720379146919,0.028436018957346,0,0
4201,20,1159,57.95,70,3.5,8832,780,3.5,57.95,0.00226449275362319,0.131227355072464,0.00656136775362319,0.00792572463768116,0.000396286231884058
4203,1,228,228,4,4,4268,647,4,228,0.000234301780693533,0.0534208059981256,0.0534208059981256,0.000937207122774133,0.000937207122774133
4208,3,349,116.333333333333,28,9.33333333333333,3714,383,9.33333333333333,116.333333333333,0.000807754442649435,0.0939687668282176,0.0313229222760725,0.00753904146472806,0.00251301382157602
4210,8,1992,249,125,15.625,2604,729,15.625,249,0.00307219662058372,0.764976958525346,0.0956221198156682,0.0480030721966206,0.00600038402457757
4224,1,294,294,12,12,1069,95,12,294,0.000935453695042095,0.275023386342376,0.275023386342376,0.0112254443405051,0.0112254443405051
4227,1,79,79,10,10,561,132,10,79,0.0017825311942959,0.140819964349376,0.140819964349376,0.017825311942959,0.017825311942959
4231,1,16,16,1,1,1286,234,1,16,0.000777604976671851,0.0124416796267496,0.0124416796267496,0.000777604976671851,0.000777604976671851
4236,4,71,17.75,0,0,7328,594,0,17.75,0.000545851528384279,0.00968886462882096,0.00242221615720524,0,0
4238,1,567,567,9,9,801,178,9,567,0.00124843945068664,0.707865168539326,0.707865168539326,0.0112359550561798,0.0112359550561798
4252,1,1096,1096,4,4,5524,1125,4,1096,0.000181028240405503,0.198406951484432,0.198406951484432,0.000724112961622013,0.000724112961622013
4255,1,9,9,0,0,1335,431,0,9,0.000749063670411985,0.00674157303370787,0.00674157303370787,0,0
4258,14,3749,267.785714285714,45,3.21428571428571,12548,783,3.21428571428571,267.785714285714,0.00111571565189672,0.298772712782914,0.0213409080559224,0.00358622888109659,0.000256159205792614
4259,2,89,44.5,0,0,758,108,0,44.5,0.00263852242744063,0.117414248021108,0.0587071240105541,0,0
4280,9,191,21.2222222222222,4,0.444444444444444,13122,1021,0.444444444444444,21.2222222222222,0.000685871056241427,0.0145557079713458,0.00161730088570509,0.000304831580551745,3.38701756168606e-05
4303,15,3747,249.8,164,10.9333333333333,3711,501,10.9333333333333,249.8,0.00404203718674212,1.00970088924818,0.0673133926165454,0.0441929399083805,0.00294619599389203
4307,1,43,43,1,1,820,170,1,43,0.00121951219512195,0.0524390243902439,0.0524390243902439,0.00121951219512195,0.00121951219512195
4313,4,32,8,0,0,2134,155,0,8,0.00187441424554827,0.0149953139643861,0.00374882849109653,0,0
4323,1,612,612,1,1,4173,640,1,612,0.000239635753654445,0.14665708123652,0.14665708123652,0.000239635753654445,0.000239635753654445
4401,36,1359,37.75,10,0.277777777777778,14154,2383,0.277777777777778,37.75,0.00254345061466723,0.096015260703688,0.00266709057510244,0.000706514059629787,1.96253905452719e-05
4411,2,24,12,1,0.5,4466,242,0.5,12,0.000447828034034931,0.00537393640841917,0.00268696820420958,0.000223914017017465,0.000111957008508733
4436,12,107,8.91666666666667,0,0,10535,1204,0,8.91666666666667,0.0011390602752729,0.01015662078785,0.000846385065654169,0,0
4471,7,1398,199.714285714286,53,7.57142857142857,5689,490,7.57142857142857,199.714285714286,0.0012304447178766,0.245737387941642,0.0351053411345203,0.00931622429249429,0.00133088918464204
4501,4,773,193.25,40,10,3401,310,10,193.25,0.00117612466921494,0.227286092325787,0.0568215230814466,0.0117612466921494,0.00294031167303734
4511,12,2067,172.25,87,7.25,2178,179,7.25,172.25,0.00550964187327824,0.949035812672176,0.0790863177226814,0.0399449035812672,0.0033287419651056
4536,1,1071,1071,23,23,1771,113,23,1071,0.000564652738565782,0.604743083003953,0.604743083003953,0.012987012987013,0.012987012987013
4545,1,35,35,0,0,3614,357,0,35,0.000276701715550636,0.00968456004427228,0.00968456004427228,0,0
4551,1,37,37,0,0,8473,425,0,37,0.000118021952083087,0.00436681222707424,0.00436681222707424,0,0
4566,6,5212,868.666666666667,365,60.8333333333333,24399,891,60.8333333333333,868.666666666667,0.000245911717693348,0.213615312102955,0.0356025520171592,0.014959629493012,0.00249327158216867
4641,4,7895,1973.75,258,64.5,2158,323,64.5,1973.75,0.00185356811862836,3.65848007414272,0.914620018535681,0.119555143651529,0.0298887859128823
4671,4,9012,2253,115,28.75,20846,1814,28.75,2253,0.000191883334932361,0.43231315360261,0.108078288400652,0.00551664587930538,0.00137916146982635
4691,6,721,120.166666666667,11,1.83333333333333,3156,582,1.83333333333333,120.166666666667,0.00190114068441065,0.228453738910013,0.0380756231516688,0.00348542458808619,0.000580904098014364
4701,5,0,0,0,0,993,81,0,0,0.00503524672708963,0,0,0,0
4711,2,111,55.5,4,2,2415,167,2,55.5,0.00082815734989648,0.0459627329192547,0.0229813664596273,0.00165631469979296,0.00082815734989648
4724,1,37,37,2,2,4160,670,2,37,0.000240384615384615,0.00889423076923077,0.00889423076923077,0.000480769230769231,0.000480769230769231
4726,1,1427,1427,31,31,2554,83,31,1427,0.000391542678151919,0.558731401722788,0.558731401722788,0.0121378230227095,0.0121378230227095
4746,2,977,488.5,34,17,5086,653,17,488.5,0.000393236335037357,0.192095949665749,0.0960479748328746,0.00668501769563508,0.00334250884781754
4791,2,80,40,0,0,1102,91,0,40,0.00181488203266788,0.0725952813067151,0.0362976406533575,0,0
4806,5,3301,660.2,104,20.8,1693,141,20.8,660.2,0.00295333727111636,1.94979326639102,0.389958653278204,0.0614294152392203,0.0122858830478441
4811,2,4,2,0,0,995,73,0,2,0.00201005025125628,0.00402010050251256,0.00201005025125628,0,0
4821,1,318,318,16,16,1587,90,16,318,0.000630119722747322,0.200378071833648,0.200378071833648,0.0100819155639572,0.0100819155639572
4921,1,39,39,0,0,2196,116,0,39,0.000455373406193078,0.0177595628415301,0.0177595628415301,0,0
4941,1,4,4,0,0,2734,274,0,4,0.000365764447695684,0.00146305779078274,0.00146305779078274,0,0
4946,2,150,75,0,0,10877,702,0,75,0.000183874230026662,0.0137905672519996,0.00689528362599982,0,0
5001,3,103,34.3333333333333,7,2.33333333333333,4576,215,2.33333333333333,34.3333333333333,0.000655594405594406,0.0225087412587413,0.00750291375291375,0.00152972027972028,0.00050990675990676
5002,270,50219,185.996296296296,1496,5.54074074074074,17962,938,5.54074074074074,185.996296296296,0.0150317336599488,2.79584678766284,0.010354988102455,0.0832869390936421,0.000308470144791267
5005,4,360,90,12,3,8561,1374,3,90,0.000467235136082233,0.042051162247401,0.0105127905618503,0.0014017054082467,0.000350426352061675
5006,1,5,5,0,0,718,96,0,5,0.00139275766016713,0.00696378830083565,0.00696378830083565,0,0
5007,2,11,5.5,0,0,747,81,0,5.5,0.00267737617135207,0.0147255689424364,0.00736278447121821,0,0
5008,1,144,144,10,10,831,84,10,144,0.00120336943441637,0.173285198555957,0.173285198555957,0.0120336943441637,0.0120336943441637
5010,2,437,218.5,7,3.5,1370,138,3.5,218.5,0.00145985401459854,0.318978102189781,0.159489051094891,0.00510948905109489,0.00255474452554745
5012,1,80,80,0,0,115,15,0,80,0.00869565217391304,0.695652173913043,0.695652173913043,0,0
5013,4,3392,848,188,47,2802,291,47,848,0.00142755174875089,1.21056388294076,0.302640970735189,0.0670949321912919,0.016773733047823
5014,2,10,5,0,0,589,73,0,5,0.0033955857385399,0.0169779286926995,0.00848896434634975,0,0
5015,1,6,6,0,0,618,38,0,6,0.00161812297734628,0.00970873786407767,0.00970873786407767,0,0
5017,2,767,383.5,29,14.5,2310,351,14.5,383.5,0.000865800865800866,0.332034632034632,0.166017316017316,0.0125541125541126,0.00627705627705628
5018,1,417,417,11,11,229,7,11,417,0.00436681222707424,1.82096069868996,1.82096069868996,0.0480349344978166,0.0480349344978166
5019,1,1450,1450,102,102,3075,373,102,1450,0.00032520325203252,0.471544715447154,0.471544715447154,0.0331707317073171,0.0331707317073171
5049,59,48602,823.762711864407,833,14.1186440677966,1708,8,14.1186440677966,823.762711864407,0.0345433255269321,28.4555035128806,0.48229666970984,0.487704918032787,0.00826618505140317
5061,34,10313,303.323529411765,311,9.14705882352941,1556,16,9.14705882352941,303.323529411765,0.0218508997429306,6.62789203084833,0.194938000907304,0.19987146529563,0.00587857250869499
5063,4,119,29.75,0,0,90,1,0,29.75,0.0444444444444444,1.32222222222222,0.330555555555556,0,0
5071,3,202,67.3333333333333,2,0.666666666666667,192,13,0.666666666666667,67.3333333333333,0.015625,1.05208333333333,0.350694444444444,0.0104166666666667,0.00347222222222222
5072,17,6981,410.647058823529,250,14.7058823529412,2993,24,14.7058823529412,410.647058823529,0.00567991981289676,2.33244236551955,0.137202492089385,0.0835282325425994,0.00491342544368232
5073,21,8385,399.285714285714,209,9.95238095238095,876,45,9.95238095238095,399.285714285714,0.023972602739726,9.57191780821918,0.455805609915199,0.238584474885845,0.0113611654707545
5076,1,455,455,6,6,334,9,6,455,0.0029940119760479,1.3622754491018,1.3622754491018,0.0179640718562874,0.0179640718562874
5077,1,618,618,59,59,762,129,59,618,0.00131233595800525,0.811023622047244,0.811023622047244,0.0774278215223097,0.0774278215223097
5078,1,25,25,0,0,408,24,0,25,0.00245098039215686,0.0612745098039216,0.0612745098039216,0,0
5079,50,15557,311.14,589,11.78,1046,14,11.78,311.14,0.0478011472275335,14.8728489483748,0.297456978967495,0.563097514340344,0.0112619502868069
5095,3,439,146.333333333333,10,3.33333333333333,193,4,3.33333333333333,146.333333333333,0.0155440414507772,2.27461139896373,0.758203799654577,0.0518134715025907,0.0172711571675302
5097,2,59,29.5,0,0,1802,101,0,29.5,0.00110987791342952,0.0327413984461709,0.0163706992230855,0,0
5102,1,231,231,5,5,12,2,5,231,0.0833333333333333,19.25,19.25,0.416666666666667,0.416666666666667
5108,4,5222,1305.5,217,54.25,4480,636,54.25,1305.5,0.000892857142857143,1.165625,0.29140625,0.0484375,0.012109375
5112,5,6782,1356.4,349,69.8,1222,21,69.8,1356.4,0.00409165302782324,5.54991816693944,1.10998363338789,0.285597381342062,0.0571194762684124
5113,268,36304,135.462686567164,470,1.75373134328358,15671,813,1.75373134328358,135.462686567164,0.0171016527343501,2.31663582413375,0.00864416352288713,0.0299917044221811,0.000111909344858885
5115,19,715,37.6315789473684,0,0,6499,682,0,37.6315789473684,0.00292352669641483,0.110016925680874,0.00579036450951968,0,0
5117,1,217,217,4,4,222,18,4,217,0.0045045045045045,0.977477477477477,0.977477477477477,0.018018018018018,0.018018018018018
5118,21,3610,171.904761904762,63,3,7251,1239,3,171.904761904762,0.0028961522548614,0.497862363811888,0.0237077316100899,0.0086884567645842,0.000413736036408771
5120,7,367,52.4285714285714,2,0.285714285714286,2811,4685,0.285714285714286,52.4285714285714,0.00249021700462469,0.130558520099609,0.018651217157087,0.000711490572749911,0.000101641510392844
5125,8,331,41.375,0,0,652,130,0,41.375,0.0122699386503067,0.507668711656442,0.0634585889570552,0,0
5129,1,1113,1113,13,13,94,3,13,1113,0.0106382978723404,11.8404255319149,11.8404255319149,0.138297872340426,0.138297872340426
5130,1,89,89,0,0,NA,NA,0,89,NA,NA,NA,NA,NA
5131,8,460,57.5,0,0,2751,746,0,57.5,0.00290803344238459,0.167211922937114,0.0209014903671392,0,0
5148,2,4,2,0,0,1529,818,0,2,0.0013080444735121,0.0026160889470242,0.0013080444735121,0,0
5149,3,1694,564.666666666667,6,2,639,258,2,564.666666666667,0.00469483568075117,2.6510172143975,0.883672404799165,0.00938967136150235,0.00312989045383412
5151,2,20,10,0,0,2560,398,0,10,0.00078125,0.0078125,0.00390625,0,0
5160,6,164,27.3333333333333,0,0,472,117,0,27.3333333333333,0.0127118644067797,0.347457627118644,0.057909604519774,0,0
5163,3,28,9.33333333333333,0,0,NA,NA,0,9.33333333333333,NA,NA,NA,NA,NA
5167,1,27,27,0,0,2065,1588,0,27,0.000484261501210654,0.0130750605326877,0.0130750605326877,0,0
5170,7,3223,460.428571428571,207,29.5714285714286,NA,NA,29.5714285714286,460.428571428571,NA,NA,NA,NA,NA
5171,30,4325,144.166666666667,32,1.06666666666667,4256,1499,1.06666666666667,144.166666666667,0.00704887218045113,1.01621240601504,0.0338737468671679,0.0075187969924812,0.00025062656641604
5187,6,159,26.5,0,0,1243,1801,0,26.5,0.00482703137570394,0.127916331456154,0.0213193885760257,0,0
5192,128,51823,404.8671875,1206,9.421875,62792,826,9.421875,404.8671875,0.00203847623901134,0.825312141674099,0.0064477511068289,0.019206268314435,0.000150048971206523
5193,1,11,11,0,0,1501,1377,0,11,0.000666222518321119,0.00732844770153231,0.00732844770153231,0,0
5198,2,9,4.5,0,0,1739,1041,0,4.5,0.00115008625646924,0.00517538815411156,0.00258769407705578,0,0
5200,9,238,26.4444444444444,0,0,289,56,0,26.4444444444444,0.0311418685121107,0.823529411764706,0.0915032679738562,0,0
5203,3,1028,342.666666666667,38,12.6666666666667,707,253,12.6666666666667,342.666666666667,0.00424328147100424,1.45403111739745,0.484677039132485,0.0537482319660538,0.0179160773220179
5205,3,27,9,0,0,844,538,0,9,0.00355450236966825,0.0319905213270142,0.0106635071090047,0,0
5207,2,54,27,0,0,814,189,0,27,0.00245700245700246,0.0663390663390663,0.0331695331695332,0,0
5210,11,2181,198.272727272727,44,4,3893,4374,4,198.272727272727,0.00282558438222451,0.560236321602877,0.0509305746911706,0.011302337528898,0.00102748522989982
5213,1,11,11,0,0,806,1966,0,11,0.00124069478908189,0.0136476426799007,0.0136476426799007,0,0
5216,5,461,92.2,23,4.6,1419,467,4.6,92.2,0.00352360817477097,0.324876673713883,0.0649753347427766,0.0162085976039464,0.00324171952078929
5222,1,374,374,7,7,684,238,7,374,0.00146198830409357,0.546783625730994,0.546783625730994,0.010233918128655,0.010233918128655
5226,12,152,12.6666666666667,0,0,6458,178,0,12.6666666666667,0.00185816042118303,0.0235366986683184,0.0019613915556932,0,0
5227,2,90,45,2,1,3067,585,1,45,0.0006521030322791,0.0293446364525595,0.0146723182262798,0.0006521030322791,0.00032605151613955
5236,8,167,20.875,3,0.375,4525,742,0.375,20.875,0.00176795580110497,0.0369060773480663,0.00461325966850829,0.000662983425414365,8.28729281767956e-05
5238,23,5245,228.04347826087,19,0.826086956521739,4530,122,0.826086956521739,228.04347826087,0.00507726269315673,1.15783664459161,0.0503407236778962,0.00419426048565121,0.000182359151550053
5249,1,2,2,0,0,2069,175,0,2,0.000483325277912035,0.00096665055582407,0.00096665055582407,0,0
5254,5,832,166.4,13,2.6,14789,462,2.6,166.4,0.000338089120292109,0.0562580296166069,0.0112516059233214,0.000879031712759483,0.000175806342551897
5255,3,11,3.66666666666667,0,0,NA,NA,0,3.66666666666667,NA,NA,NA,NA,NA
5257,1,356,356,7,7,4631,2022,7,356,0.000215936082919456,0.0768732455193263,0.0768732455193263,0.00151155258043619,0.00151155258043619
5266,2,108,54,0,0,4460,725,0,54,0.000448430493273543,0.0242152466367713,0.0121076233183857,0,0
5281,5,3363,672.6,150,30,6164,104,30,672.6,0.000811161583387411,0.545587280986372,0.109117456197275,0.0243348475016223,0.00486696950032446
5282,2,1825,912.5,100,50,2753,130,50,912.5,0.000726480203414457,0.662913185615692,0.331456592807846,0.0363240101707228,0.0181620050853614
5310,137,81637,595.890510948905,4138,30.2043795620438,1163,8,30.2043795620438,595.890510948905,0.117798796216681,70.195184866724,0.512373612165869,3.55803955288048,0.0259710916268648
5323,82,5616,68.4878048780488,92,1.1219512195122,563,3,1.1219512195122,68.4878048780488,0.145648312611012,9.97513321492007,0.121647966035611,0.163410301953819,0.00199280856041242
5324,18,1274,70.7777777777778,13,0.722222222222222,1468,54,0.722222222222222,70.7777777777778,0.0122615803814714,0.867847411444142,0.0482137450802301,0.00885558583106267,0.000491976990614593
5397,5,2056,411.2,28,5.6,1177,23,5.6,411.2,0.00424808836023789,1.74681393372982,0.349362786745964,0.0237892948173322,0.00475785896346644
5398,15,3222,214.8,163,10.8666666666667,5073,98,10.8666666666667,214.8,0.00295683027794205,0.635127143701952,0.0423418095801301,0.0321308890203036,0.00214205926802024
5401,84,7486,89.1190476190476,236,2.80952380952381,9892,603,2.80952380952381,89.1190476190476,0.00849171047310958,0.756773150020218,0.00900920416690736,0.0238576627577841,0.000284019794735525
5402,20,1517,75.85,24,1.2,6848,71,1.2,75.85,0.00292056074766355,0.22152453271028,0.011076226635514,0.00350467289719626,0.000175233644859813
5404,1,1021,1021,37,37,408,19,37,1021,0.00245098039215686,2.50245098039216,2.50245098039216,0.0906862745098039,0.0906862745098039
5405,5,1017,203.4,3,0.6,1241,82,0.6,203.4,0.0040290088638195,0.819500402900886,0.163900080580177,0.0024174053182917,0.00048348106365834
5407,68,49804,732.411764705882,1026,15.0882352941176,4096,221,15.0882352941176,732.411764705882,0.0166015625,12.1591796875,0.178811465992647,0.25048828125,0.00368365119485294
5408,5,444,88.8,6,1.2,912,88,1.2,88.8,0.00548245614035088,0.486842105263158,0.0973684210526316,0.00657894736842105,0.00131578947368421
5409,9,3966,440.666666666667,14,1.55555555555556,7208,121,1.55555555555556,440.666666666667,0.00124861265260821,0.550221975582686,0.0611357750647429,0.00194228634850166,0.000215809594277963
5410,5,8890,1778,306,61.2,1039,16,61.2,1778,0.00481231953801732,8.5563041385948,1.71126082771896,0.29451395572666,0.0589027911453321
5411,16,5084,317.75,253,15.8125,1472,24,15.8125,317.75,0.0108695652173913,3.45380434782609,0.21586277173913,0.171875,0.0107421875
5413,1,1265,1265,3,3,1440,224,3,1265,0.000694444444444444,0.878472222222222,0.878472222222222,0.00208333333333333,0.00208333333333333
5414,36,11063,307.305555555556,74,2.05555555555556,5157,161,2.05555555555556,307.305555555556,0.00698080279232112,2.14523948031801,0.0595899855643893,0.0143494279619934,0.000398595221166483
5415,1,167,167,2,2,1034,85,2,167,0.000967117988394584,0.161508704061896,0.161508704061896,0.00193423597678917,0.00193423597678917
5422,13,69,5.30769230769231,0,0,3069,327,0,5.30769230769231,0.00423590746171391,0.0224828934506354,0.00172945334235657,0,0
5426,1,1887,1887,114,114,423,239,114,1887,0.00236406619385343,4.46099290780142,4.46099290780142,0.269503546099291,0.269503546099291
5427,1,1179,1179,26,26,857,317,26,1179,0.00116686114352392,1.3757292882147,1.3757292882147,0.0303383897316219,0.0303383897316219
5431,3,52,17.3333333333333,0,0,291,26,0,17.3333333333333,0.0103092783505155,0.178694158075601,0.0595647193585338,0,0
5432,2,53,26.5,0,0,504,101,0,26.5,0.00396825396825397,0.10515873015873,0.0525793650793651,0,0
5451,30,1175,39.1666666666667,0,0,3816,196,0,39.1666666666667,0.00786163522012579,0.307914046121593,0.0102638015373864,0,0
5464,2,127,63.5,1,0.5,2655,126,0.5,63.5,0.000753295668549906,0.047834274952919,0.0239171374764595,0.000376647834274953,0.000188323917137476
5473,1,59,59,0,0,915,290,0,59,0.00109289617486339,0.0644808743169399,0.0644808743169399,0,0
5476,1,31210,31210,1151,1151,248,64,1151,31210,0.00403225806451613,125.846774193548,125.846774193548,4.64112903225806,4.64112903225806
5477,1,1152,1152,8,8,3534,426,8,1152,0.000282965478211658,0.32597623089983,0.32597623089983,0.00226372382569327,0.00226372382569327
5480,4,34,8.5,0,0,916,166,0,8.5,0.00436681222707424,0.037117903930131,0.00927947598253275,0,0
5486,1,5166,5166,157,157,1012,62,157,5166,0.000988142292490119,5.10474308300395,5.10474308300395,0.155138339920949,0.155138339920949
5490,2,2789,1394.5,87,43.5,260,39,43.5,1394.5,0.00769230769230769,10.7269230769231,5.36346153846154,0.334615384615385,0.167307692307692
5491,2,30,15,0,0,349,18,0,15,0.00573065902578797,0.0859598853868195,0.0429799426934097,0,0
5494,1,321,321,12,12,1108,100,12,321,0.000902527075812274,0.28971119133574,0.28971119133574,0.0108303249097473,0.0108303249097473
5495,1,141,141,0,0,3031,783,0,141,0.000329924117452986,0.046519300560871,0.046519300560871,0,0
5496,3,635,211.666666666667,2,0.666666666666667,1676,438,0.666666666666667,211.666666666667,0.00178997613365155,0.378878281622912,0.126292760540971,0.00119331742243437,0.000397772474144789
5511,4,68,17,0,0,1035,193,0,17,0.00386473429951691,0.0657004830917874,0.0164251207729469,0,0
5515,1,74,74,0,0,740,259,0,74,0.00135135135135135,0.1,0.1,0,0
5516,1,79,79,0,0,2703,932,0,79,0.000369959304476508,0.0292267850536441,0.0292267850536441,0,0
5518,6,2855,475.833333333333,92,15.3333333333333,5391,809,15.3333333333333,475.833333333333,0.00111296605453534,0.529586347616398,0.0882643912693996,0.0170654795028752,0.00284424658381253
5523,4,8,2,0,0,2113,298,0,2,0.00189304306672977,0.00378608613345954,0.000946521533364884,0,0
5527,8,588,73.5,0,0,991,271,0,73.5,0.00807265388496468,0.593340060544904,0.074167507568113,0,0
5529,2,523,261.5,24,12,544,93,12,261.5,0.00367647058823529,0.961397058823529,0.480698529411765,0.0441176470588235,0.0220588235294118
5552,2,123,61.5,1,0.5,603,36,0.5,61.5,0.0033167495854063,0.203980099502488,0.101990049751244,0.00165837479270315,0.000829187396351575
5561,1,121,121,1,1,3202,407,1,121,0.000312304809494066,0.037788881948782,0.037788881948782,0.000312304809494066,0.000312304809494066
5562,1,623,623,8,8,110,20,8,623,0.00909090909090909,5.66363636363636,5.66363636363636,0.0727272727272727,0.0727272727272727
5566,2,15882,7941,247,123.5,344,11,123.5,7941,0.00581395348837209,46.1686046511628,23.0843023255814,0.718023255813954,0.359011627906977
5568,1,467,467,9,9,4759,121,9,467,0.000210128178188695,0.0981298592141206,0.0981298592141206,0.00189115360369826,0.00189115360369826
5582,1,1032,1032,50,50,4035,879,50,1032,0.000247831474597274,0.255762081784387,0.255762081784387,0.0123915737298637,0.0123915737298637
5583,13,616,47.3846153846154,12,0.923076923076923,7526,1366,0.923076923076923,47.3846153846154,0.00172734520329524,0.0818495880946054,0.00629612216112349,0.00159447249534946,0.000122651730411497
5585,1,1016,1016,40,40,1365,707,40,1016,0.000732600732600733,0.744322344322344,0.744322344322344,0.0293040293040293,0.0293040293040293
5586,485,117660,242.59793814433,1588,3.27422680412371,132788,3209,3.27422680412371,242.59793814433,0.00365243847335603,0.886074042835196,0.00182695678935092,0.011958911949875,2.46575504121134e-05
